attackerField,serverField,protocol,startDate,endDate
1313,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:26.800621,2025-02-13 16:42:27.244308
1314,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:27.048245,2025-02-13 16:42:27.510518
1315,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:27.048252,2025-02-13 16:42:27.508919
1316,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:27.400758,2025-02-13 16:42:27.844344
1317,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:27.552357,2025-02-13 16:42:28.048210
1318,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:27.552384,2025-02-13 16:42:28.048210
1319,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:28.000862,2025-02-13 16:42:28.448697
1320,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:28.504030,2025-02-13 16:42:28.548299
1321,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:28.506461,2025-02-13 16:42:28.552327
1322,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:28.600692,2025-02-13 16:42:29.048315
1323,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:29.004814,2025-02-13 16:42:29.048372
1324,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:29.007597,2025-02-13 16:42:29.052321
1325,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:29.200244,2025-02-13 16:42:29.644445
1326,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:29.507484,2025-02-13 16:42:30.007355
1327,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:29.511078,2025-02-13 16:42:30.010569
1328,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:29.800419,2025-02-13 16:42:30.244296
1329,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:30.007571,2025-02-13 16:42:30.507230
1330,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:30.052200,2025-02-13 16:42:30.508683
1331,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:30.400375,2025-02-13 16:42:30.844451
1332,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:30.548354,2025-02-13 16:42:31.007807
1333,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:30.552327,2025-02-13 16:42:31.052316
1334,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:31.000382,2025-02-13 16:42:31.444394
1335,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:31.048367,2025-02-13 16:42:31.510856
1336,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:31.510961,2025-02-13 16:42:32.009654
1337,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:31.552371,2025-02-13 16:42:32.052361
1338,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:31.601082,2025-02-13 16:42:32.044282
1339,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:32.052426,2025-02-13 16:42:32.548571
1340,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:32.201727,2025-02-13 16:42:32.644262
1341,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:32.503818,2025-02-13 16:42:32.548576
1342,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:32.804509,2025-02-13 16:42:33.244469
1343,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:42:32.876669,2025-02-13 16:42:32.920388
1344,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:33.004825,2025-02-13 16:42:33.504700
1345,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:33.007260,2025-02-13 16:42:33.507254
1346,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:33.400905,2025-02-13 16:42:33.844414
1347,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:33.504899,2025-02-13 16:42:34.004882
1348,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:33.507449,2025-02-13 16:42:34.007390
1349,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:33.999930,2025-02-13 16:42:34.444331
1350,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:34.005020,2025-02-13 16:42:34.504945
1351,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:34.052731,2025-02-13 16:42:34.552325
1352,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:34.505172,2025-02-13 16:42:34.548292
1353,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:34.600362,2025-02-13 16:42:35.044244
1354,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:35.005383,2025-02-13 16:42:35.505294
1355,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:35.008605,2025-02-13 16:42:35.507693
1356,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:35.200196,2025-02-13 16:42:35.660249
1357,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:35.505545,2025-02-13 16:42:36.005543
1358,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:35.548288,2025-02-13 16:42:36.048231
1359,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:35.800560,2025-02-13 16:42:36.252240
1360,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:42:35.878223,2025-02-13 16:42:35.920429
1361,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:36.005643,2025-02-13 16:42:36.505612
1362,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:36.400490,2025-02-13 16:42:36.844326
1363,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:36.505717,2025-02-13 16:42:36.548248
1364,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:36.507270,2025-02-13 16:42:36.552254
1365,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:37.000326,2025-02-13 16:42:37.460231
1366,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:37.008446,2025-02-13 16:42:37.052288
1367,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:37.011079,2025-02-13 16:42:37.510542
1368,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:37.509179,2025-02-13 16:42:38.005745
1369,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:37.511109,2025-02-13 16:42:38.007023
1370,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:37.600861,2025-02-13 16:42:38.044317
1371,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:38.048285,2025-02-13 16:42:38.506650
1372,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:38.048397,2025-02-13 16:42:38.548275
1373,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:38.201090,2025-02-13 16:42:38.644337
1374,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:38.552225,2025-02-13 16:42:39.009554
1375,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:38.801184,2025-02-13 16:42:39.244241
1376,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:39.009714,2025-02-13 16:42:39.509536
1377,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:39.052668,2025-02-13 16:42:39.548270
1378,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:39.400304,2025-02-13 16:42:39.848345
1379,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:39.552262,2025-02-13 16:42:40.008251
1380,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:42:39.879844,2025-02-13 16:42:39.924318
1381,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:40.000253,2025-02-13 16:42:40.468354
1382,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:40.003980,2025-02-13 16:42:40.048290
1383,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:40.060588,2025-02-13 16:42:40.556476
1384,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:40.504914,2025-02-13 16:42:40.552394
1385,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:40.600585,2025-02-13 16:42:41.056303
1386,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:41.008447,2025-02-13 16:42:41.507125
1387,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:41.011651,2025-02-13 16:42:41.508309
1388,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:41.200417,2025-02-13 16:42:41.644328
1389,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:41.548389,2025-02-13 16:42:42.008854
1390,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:41.552515,2025-02-13 16:42:42.052223
1391,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:41.800490,2025-02-13 16:42:42.244229
1392,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:42.052231,2025-02-13 16:42:42.548206
1393,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:42.400344,2025-02-13 16:42:42.860410
1394,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:42.506741,2025-02-13 16:42:42.548408
1395,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:43.000330,2025-02-13 16:42:43.456275
1396,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:43.005060,2025-02-13 16:42:43.504995
1397,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:43.007859,2025-02-13 16:42:43.052300
1398,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:43.505468,2025-02-13 16:42:44.005092
1399,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:43.508357,2025-02-13 16:42:43.552284
1400,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:43.601525,2025-02-13 16:42:44.044237
1401,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:44.005598,2025-02-13 16:42:44.505419
1402,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:44.009428,2025-02-13 16:42:44.509261
1403,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:44.200559,2025-02-13 16:42:44.648329
1404,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:44.505813,2025-02-13 16:42:45.005788
1405,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:44.509441,2025-02-13 16:42:45.007528
1406,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:44.800619,2025-02-13 16:42:45.249181
1407,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:45.005909,2025-02-13 16:42:45.505819
1408,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:45.048253,2025-02-13 16:42:45.507655
1409,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:45.400085,2025-02-13 16:42:45.856470
1410,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:45.506020,2025-02-13 16:42:46.005913
1411,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:45.552237,2025-02-13 16:42:46.052208
1412,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:42:45.882204,2025-02-13 16:42:45.924290
1413,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:46.000209,2025-02-13 16:42:46.444238
1414,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:46.006085,2025-02-13 16:42:46.505738
1415,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:46.506093,2025-02-13 16:42:47.006085
1416,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:46.508645,2025-02-13 16:42:47.008562
1417,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:46.600502,2025-02-13 16:42:47.044305
1418,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:47.006571,2025-02-13 16:42:47.506487
1419,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:47.008650,2025-02-13 16:42:47.508120
1420,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:47.200762,2025-02-13 16:42:47.644270
1421,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:47.506589,2025-02-13 16:42:48.006521
1422,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:47.552339,2025-02-13 16:42:48.010637
1423,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:47.799928,2025-02-13 16:42:48.244224
1424,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:48.006617,2025-02-13 16:42:48.506529
1425,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:48.056308,2025-02-13 16:42:48.552267
1426,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:48.400510,2025-02-13 16:42:48.844271
1427,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:48.548208,2025-02-13 16:42:49.010250
1428,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:49.003837,2025-02-13 16:42:49.444381
1429,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:49.010482,2025-02-13 16:42:49.510289
1430,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:49.052202,2025-02-13 16:42:49.508322
1431,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:49.510506,2025-02-13 16:42:50.010500
1432,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:49.552242,2025-02-13 16:42:50.009509
1433,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:49.600788,2025-02-13 16:42:50.044364
1434,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:50.010606,2025-02-13 16:42:50.509115
1435,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:50.056269,2025-02-13 16:42:50.548326
1436,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:50.200778,2025-02-13 16:42:50.644207
1437,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:50.552217,2025-02-13 16:42:51.010433
1438,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:50.800613,2025-02-13 16:42:51.244332
1439,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:42:50.884291,2025-02-13 16:42:50.928349
1440,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:51.005316,2025-02-13 16:42:51.505245
1441,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:51.056211,2025-02-13 16:42:51.548336
1442,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:51.400402,2025-02-13 16:42:51.844406
1443,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:51.505356,2025-02-13 16:42:51.552305
1444,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:52.000054,2025-02-13 16:42:52.444272
1445,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:52.006010,2025-02-13 16:42:52.505914
1446,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:52.008841,2025-02-13 16:42:52.507617
1447,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:52.506093,2025-02-13 16:42:53.006075
1448,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:52.552228,2025-02-13 16:42:53.010050
1449,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:52.601208,2025-02-13 16:42:53.044244
1450,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:42:52.885572,2025-02-13 16:42:52.928287
1451,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:53.006327,2025-02-13 16:42:53.506301
1452,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:53.052300,2025-02-13 16:42:53.552205
1453,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:53.200615,2025-02-13 16:42:53.644277
1454,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:53.506356,2025-02-13 16:42:53.552210
1455,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:53.800804,2025-02-13 16:42:54.244347
1456,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:54.007830,2025-02-13 16:42:54.506706
1457,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:54.011949,2025-02-13 16:42:54.508520
1458,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:54.400785,2025-02-13 16:42:54.844269
1459,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:54.549308,2025-02-13 16:42:55.048268
1460,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:54.552251,2025-02-13 16:42:55.009787
1461,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:55.000885,2025-02-13 16:42:55.444349
1462,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:55.052647,2025-02-13 16:42:55.548258
1463,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:55.503796,2025-02-13 16:42:55.548263
1464,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:55.600416,2025-02-13 16:42:56.052286
1465,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:56.007366,2025-02-13 16:42:56.506170
1466,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:56.009585,2025-02-13 16:42:56.507362
1467,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:56.200313,2025-02-13 16:42:56.644432
1468,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:56.548454,2025-02-13 16:42:57.010249
1469,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:56.548600,2025-02-13 16:42:57.008652
1470,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:56.802543,2025-02-13 16:42:57.244312
1471,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:57.052228,2025-02-13 16:42:57.509325
1472,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:57.052370,2025-02-13 16:42:57.507161
1473,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:57.400205,2025-02-13 16:42:57.844256
1474,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:57.552352,2025-02-13 16:42:58.052344
1475,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:57.552410,2025-02-13 16:42:58.052237
1476,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:58.000746,2025-02-13 16:42:58.444260
1477,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:58.504414,2025-02-13 16:42:59.004365
1478,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:58.507415,2025-02-13 16:42:59.007167
1479,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:58.600686,2025-02-13 16:42:59.044379
1480,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:59.004490,2025-02-13 16:42:59.504465
1481,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:59.007539,2025-02-13 16:42:59.507307
1482,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:59.200721,2025-02-13 16:42:59.652201
1483,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:42:59.504707,2025-02-13 16:42:59.548335
1484,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:42:59.507546,2025-02-13 16:42:59.552279
1485,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:42:59.801002,2025-02-13 16:43:00.244323
1486,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:42:59.887902,2025-02-13 16:42:59.932332
1487,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:00.006386,2025-02-13 16:43:00.506321
1488,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:00.007902,2025-02-13 16:43:00.052445
1489,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:00.400067,2025-02-13 16:43:00.844260
1490,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:00.506522,2025-02-13 16:43:00.552351
1491,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:00.509208,2025-02-13 16:43:00.552351
1492,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:01.000563,2025-02-13 16:43:01.444247
1493,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:01.007238,2025-02-13 16:43:01.507204
1494,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:01.010842,2025-02-13 16:43:01.509279
1495,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:01.507481,2025-02-13 16:43:02.007418
1496,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:01.552325,2025-02-13 16:43:02.052222
1497,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:01.600966,2025-02-13 16:43:02.044241
1498,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:02.007581,2025-02-13 16:43:02.507505
1499,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:02.204917,2025-02-13 16:43:02.648207
1500,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:02.507635,2025-02-13 16:43:02.552250
1501,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:02.508970,2025-02-13 16:43:02.552245
1502,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:02.800167,2025-02-13 16:43:03.244377
1503,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:43:02.908224,2025-02-13 16:43:02.909008
1504,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:03.007846,2025-02-13 16:43:03.507816
1505,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:03.011600,2025-02-13 16:43:03.510968
1506,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:03.399972,2025-02-13 16:43:03.848349
1507,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:03.507964,2025-02-13 16:43:04.006747
1508,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:03.552283,2025-02-13 16:43:04.011683
1509,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:04.002954,2025-02-13 16:43:04.444280
1510,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:04.008003,2025-02-13 16:43:04.507848
1511,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:04.052285,2025-02-13 16:43:04.510768
1512,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:04.508118,2025-02-13 16:43:05.007990
1513,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:04.556345,2025-02-13 16:43:05.052376
1514,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:04.600713,2025-02-13 16:43:05.056348
1515,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:05.008365,2025-02-13 16:43:05.508284
1516,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:05.200441,2025-02-13 16:43:05.644492
1517,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:05.508547,2025-02-13 16:43:06.008032
1518,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:05.510329,2025-02-13 16:43:06.009827
1519,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:05.800993,2025-02-13 16:43:06.244350
1520,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:06.048288,2025-02-13 16:43:06.506801
1521,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:06.052318,2025-02-13 16:43:06.552225
1522,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:06.400360,2025-02-13 16:43:06.844421
1523,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:06.548380,2025-02-13 16:43:07.010517
1524,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:07.000663,2025-02-13 16:43:07.448349
1525,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:07.010618,2025-02-13 16:43:07.510302
1526,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:07.052220,2025-02-13 16:43:07.548236
1527,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:07.552309,2025-02-13 16:43:08.052228
1528,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:07.600447,2025-02-13 16:43:08.048356
1529,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:08.006084,2025-02-13 16:43:08.505917
1530,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:08.200332,2025-02-13 16:43:08.644401
1531,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:08.506120,2025-02-13 16:43:08.548491
1532,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:08.507941,2025-02-13 16:43:08.552608
1533,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:08.800678,2025-02-13 16:43:09.244302
1534,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:09.011777,2025-02-13 16:43:09.509333
1535,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:09.014897,2025-02-13 16:43:09.511397
1536,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:09.403552,2025-02-13 16:43:09.848280
1537,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:09.552441,2025-02-13 16:43:10.052296
1538,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:09.556276,2025-02-13 16:43:10.052289
1539,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:10.001915,2025-02-13 16:43:10.444287
1540,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:10.504898,2025-02-13 16:43:10.548229
1541,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:10.507420,2025-02-13 16:43:11.007255
1542,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:43:10.603125,2025-02-13 16:43:11.044447
1543,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:43:11.005562,2025-02-13 16:43:11.505423
1544,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:43:11.007457,2025-02-13 16:43:11.507420
